her|il suo/la sua/i suoi/le sue|25|2.20
our|il nostro/la nostra/i nostri/le nostre|25|2.20
your (voi)|il vostro/la vostra/i vostri/le vostre|23|2.20
their|il loro/la loro/i loro/le loro|26|2.20
my|il mio/la mia/i miei/le mie|48|2.30
your (tu)|il tuo/la tua/i tuoi/le tue|57|2.30
