non-Euclidean geometry|geometria non euclidea|6|2.0
projective geometry|geometria proiettiva|6|2.0
solid geometry|geometria solida|6|2.0
mathematics|matematica|6|2.0
statistics|statistica|6|2.0
topology|topologia|6|2.0
trigonometry|trigonometria|6|2.0
circle|cerchio|6|2.0
arc|arco|6|2.0
center|centro|6|2.0
circumference|circonferenza|6|2.0
diameter|diametro|6|2.0
radius|raggio|6|2.0
tangent|tangente (f)|6|2.0
cone|cono|6|2.0
cube|cubo|6|2.0
cylinder|cilindro|6|2.0
decagon|decagono|6|2.0
dodecahedron|dodecaedro|6|2.0
figure|figura|6|2.0
plane figure|figura piana|6|2.0
four-sided figure|figura a quattro lati|6|2.0
solid figure|figura solida|6|2.0
heptagon|ettagono|6|2.0
hexagon|esagono|6|2.0
icosahedron|icosaedro|6|2.0
octagon|ottagono|6|2.0
octahedron|ottaedro|6|2.0
parabola|parabola|6|2.0
parallelepiped|parallelepipedo|6|2.0
parallelogram|parallelogramma (m)|6|2.0
parallelograms|parallelogrammi (m)|6|2.0
pentagon|pentagono|6|2.0
polygon|poligono|6|2.0
polyhedron|poliedro|6|2.0
prism|prisma (m)|6|2.0
prisms|prismi (m)|6|2.0
right prism|prisma retto|6|2.0
pyramid|piramide (f)|6|2.0
quadrilateral|quadrilatero|6|2.0
rectangle|rettangolo|6|2.0
rhombus|rombo|6|2.0
solid|solido|6|2.0
sphere|sfera|6|2.0
square|quadrato|6|2.0
tetrahedron|tetraedro|6|2.0
trapezium|trapezio|6|2.0
triangle|triangolo|6|2.0
acute-angled|acutangolo|6|2.0
equilateral|equilatero|6|2.0
isosceles|isoscele|6|2.0
obtuse-angled|ottusangolo|6|2.0
right-angled|rettangolo|6|2.0
scalene|scaleno|6|2.0
angle|angolo|6|2.0
acute (angle)|acuto|6|2.0
adjacent (angle)|adiacente|6|2.0
bisector (angle)|bisettrice (f)|6|2.0
complementary (angle)|complementare|6|2.0
concave (angle)|concavo|6|2.0
